uuid,test_id,test_name,device,date,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object2_name,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,correct,count_rewards
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,1,2024-11-11T17:36:37.534Z,0,1,entrenamiento,1,1,2,concienciaFonologicaIndigena2024-avion,concienciaFonologicaIndigena2024-rio,822,concienciaFonologicaIndigena2024-avion,CENTER_LEFT,concienciaFonologicaIndigena2024-avion,CENTER_LEFT,1979,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,2,2024-11-11T17:37:00.462Z,0,1,entrenamiento,1,2,2,concienciaFonologicaIndigena2024-oveja,concienciaFonologicaIndigena2024-limon,588,concienciaFonologicaIndigena2024-oveja,CENTER_LEFT,concienciaFonologicaIndigena2024-oveja,CENTER_LEFT,1524,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,3,2024-11-11T17:37:22.611Z,0,1,entrenamiento,1,3,2,concienciaFonologicaIndigena2024-soga,concienciaFonologicaIndigena2024-pava,1253,concienciaFonologicaIndigena2024-soga,CENTER_LEFT,concienciaFonologicaIndigena2024-soga,CENTER_LEFT,2394,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,4,2024-11-11T17:37:47.659Z,0,2,Nivel 1,2,1,2,concienciaFonologicaIndigena2024-pelo,concienciaFonologicaIndigena2024-arania,1071,concienciaFonologicaIndigena2024-arania,CENTER_RIGHT,concienciaFonologicaIndigena2024-arania,CENTER_RIGHT,1524,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,5,2024-11-11T17:38:10.294Z,0,2,Nivel 1,2,2,2,concienciaFonologicaIndigena2024-unia,concienciaFonologicaIndigena2024-mesa,1200,concienciaFonologicaIndigena2024-unia,CENTER_LEFT,concienciaFonologicaIndigena2024-unia,CENTER_LEFT,2323,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,6,2024-11-11T17:38:33.826Z,0,2,Nivel 1,2,3,2,concienciaFonologicaIndigena2024-fuego,concienciaFonologicaIndigena2024-cama,989,concienciaFonologicaIndigena2024-fuego,CENTER_LEFT,concienciaFonologicaIndigena2024-fuego,CENTER_LEFT,1640,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,7,2024-11-11T17:38:56.477Z,0,2,Nivel 1,2,4,2,concienciaFonologicaIndigena2024-auto,concienciaFonologicaIndigena2024-mano,622,concienciaFonologicaIndigena2024-mano,CENTER_RIGHT,concienciaFonologicaIndigena2024-mano,CENTER_RIGHT,3989,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,8,2024-11-11T17:39:21.109Z,0,2,Nivel 1,2,5,2,concienciaFonologicaIndigena2024-lapiz,concienciaFonologicaIndigena2024-uva,1235,concienciaFonologicaIndigena2024-lapiz,CENTER_LEFT,concienciaFonologicaIndigena2024-lapiz,CENTER_LEFT,1607,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,9,2024-11-11T17:39:43.999Z,0,2,Nivel 1,2,6,2,concienciaFonologicaIndigena2024-vela,concienciaFonologicaIndigena2024-gorro,1318,concienciaFonologicaIndigena2024-gorro,CENTER_RIGHT,concienciaFonologicaIndigena2024-gorro,CENTER_RIGHT,2491,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,10,2024-11-11T17:40:07.844Z,0,2,Nivel 1,2,7,2,concienciaFonologicaIndigena2024-mujer,concienciaFonologicaIndigena2024-remo,836,concienciaFonologicaIndigena2024-remo,CENTER_RIGHT,concienciaFonologicaIndigena2024-remo,CENTER_RIGHT,1910,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,11,2024-11-11T17:40:32.693Z,0,3,Nivel 2,3,1,2,concienciaFonologicaIndigena2024-caballo,concienciaFonologicaIndigena2024-bicicleta,388,concienciaFonologicaIndigena2024-bicicleta,CENTER_RIGHT,concienciaFonologicaIndigena2024-bicicleta,CENTER_RIGHT,2363,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,12,2024-11-11T17:40:55.494Z,0,3,Nivel 2,3,2,2,concienciaFonologicaIndigena2024-cara,concienciaFonologicaIndigena2024-loro,518,concienciaFonologicaIndigena2024-cara,CENTER_LEFT,concienciaFonologicaIndigena2024-cara,CENTER_LEFT,4507,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,13,2024-11-11T17:41:20.561Z,0,3,Nivel 2,3,3,2,concienciaFonologicaIndigena2024-oreja,concienciaFonologicaIndigena2024-sapo,1102,concienciaFonologicaIndigena2024-sapo,CENTER_RIGHT,concienciaFonologicaIndigena2024-sapo,CENTER_RIGHT,2625,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,14,2024-11-11T17:41:44.278Z,0,3,Nivel 2,3,4,2,concienciaFonologicaIndigena2024-nena,concienciaFonologicaIndigena2024-sopa,701,concienciaFonologicaIndigena2024-nena,CENTER_LEFT,concienciaFonologicaIndigena2024-nena,CENTER_LEFT,1605,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,15,2024-11-11T17:42:06.660Z,0,3,Nivel 2,3,5,2,concienciaFonologicaIndigena2024-mochila,concienciaFonologicaIndigena2024-elefante,551,concienciaFonologicaIndigena2024-elefante,CENTER_RIGHT,concienciaFonologicaIndigena2024-elefante,CENTER_RIGHT,1406,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,16,2024-11-11T17:42:28.659Z,0,3,Nivel 2,3,6,2,concienciaFonologicaIndigena2024-rueda,concienciaFonologicaIndigena2024-mate,1254,concienciaFonologicaIndigena2024-mate,CENTER_RIGHT,concienciaFonologicaIndigena2024-mate,CENTER_RIGHT,1844,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,17,2024-11-11T17:42:51.762Z,0,3,Nivel 2,3,7,2,concienciaFonologicaIndigena2024-cuchara,concienciaFonologicaIndigena2024-empanada,536,concienciaFonologicaIndigena2024-empanada,CENTER_RIGHT,concienciaFonologicaIndigena2024-empanada,CENTER_RIGHT,2037,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,18,2024-11-11T17:43:19.223Z,0,4,Nivel 3,4,1,2,concienciaFonologicaIndigena2024-cola,concienciaFonologicaIndigena2024-piedra,586,concienciaFonologicaIndigena2024-cola,CENTER_LEFT,concienciaFonologicaIndigena2024-cola,CENTER_LEFT,2972,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,19,2024-11-11T17:43:42.826Z,0,4,Nivel 3,4,2,2,concienciaFonologicaIndigena2024-ojo,concienciaFonologicaIndigena2024-caja,419,concienciaFonologicaIndigena2024-ojo,CENTER_LEFT,concienciaFonologicaIndigena2024-ojo,CENTER_LEFT,3040,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,20,2024-11-11T17:44:06.295Z,0,4,Nivel 3,4,3,2,concienciaFonologicaIndigena2024-nido,concienciaFonologicaIndigena2024-vaso,1525,concienciaFonologicaIndigena2024-nido,CENTER_LEFT,concienciaFonologicaIndigena2024-nido,CENTER_LEFT,955,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,21,2024-11-11T17:44:28.811Z,0,4,Nivel 3,4,4,2,concienciaFonologicaIndigena2024-perro,concienciaFonologicaIndigena2024-sol,184,concienciaFonologicaIndigena2024-perro,CENTER_LEFT,concienciaFonologicaIndigena2024-perro,CENTER_LEFT,1255,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,22,2024-11-11T17:44:50.309Z,0,4,Nivel 3,4,5,2,concienciaFonologicaIndigena2024-luna,concienciaFonologicaIndigena2024-hamaca,687,concienciaFonologicaIndigena2024-hamaca,CENTER_RIGHT,concienciaFonologicaIndigena2024-hamaca,CENTER_RIGHT,1887,1,4
B937DFC8D0894BD3B9F14C3A1F5DDD86,6656-0027,concienciaFonologicaIndigena2024-A,6656,2024-11-11,2024-11-11T17:36:37.000Z,2024-11-11T17:45:36.000Z,23,2024-11-11T17:45:12.943Z,0,4,Nivel 3,4,6,2,concienciaFonologicaIndigena2024-guitarra,concienciaFonologicaIndigena2024-hombre,388,concienciaFonologicaIndigena2024-guitarra,CENTER_LEFT,concienciaFonologicaIndigena2024-guitarra,CENTER_LEFT,1008,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,1,2024-11-11T17:48:32.431Z,0,1,entrenamiento,1,1,2,esp2020-perro,esp2020-gato,2121,esp2020-perro,CENTER_LEFT,esp2020-perro,CENTER_LEFT,2828,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,2,2024-11-11T17:48:44.799Z,1,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,6444,esp2020-patear,CENTER_RIGHT,esp2020-pisar,CENTER_LEFT,8304,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,3,2024-11-11T17:49:06.812Z,0,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,804,esp2020-patear,CENTER_RIGHT,esp2020-patear,CENTER_RIGHT,2474,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,4,2024-11-11T17:49:17.394Z,0,1,entrenamiento,1,3,2,esp2020-comer,esp2020-tirar,906,esp2020-tirar,CENTER_RIGHT,esp2020-tirar,CENTER_RIGHT,2590,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,5,2024-11-11T17:49:28.243Z,0,1,entrenamiento,1,4,2,esp2020-cabeza,esp2020-mano,755,esp2020-cabeza,CENTER_LEFT,esp2020-cabeza,CENTER_LEFT,2001,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,6,2024-11-11T17:49:41.590Z,0,2,Nivel 1,2,1,2,esp2020-lana,esp2020-aguja,562,esp2020-lana,CENTER_LEFT,esp2020-lana,CENTER_LEFT,2808,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,7,2024-11-11T17:49:52.276Z,0,2,Nivel 1,2,2,2,esp2020-raiz,esp2020-paja,1137,esp2020-paja,CENTER_RIGHT,esp2020-raiz,CENTER_LEFT,8504,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,8,2024-11-11T17:50:09.228Z,0,2,Nivel 1,2,3,2,esp2020-serrucho,esp2020-tornillo,1372,esp2020-tornillo,CENTER_RIGHT,esp2020-tornillo,CENTER_RIGHT,2484,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,9,2024-11-11T17:50:20.394Z,0,2,Nivel 1,2,4,2,esp2020-zapatilla,esp2020-remera,703,esp2020-remera,CENTER_RIGHT,esp2020-remera,CENTER_RIGHT,1816,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,10,2024-11-11T17:50:30.241Z,0,2,Nivel 1,2,5,2,esp2020-sucio,esp2020-limpio,2253,esp2020-sucio,CENTER_LEFT,esp2020-sucio,CENTER_LEFT,2105,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,11,2024-11-11T17:50:41.909Z,0,2,Nivel 1,2,6,2,esp2020-mezclar,esp2020-podar,2351,esp2020-mezclar,CENTER_LEFT,esp2020-mezclar,CENTER_LEFT,2161,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,12,2024-11-11T17:50:53.727Z,0,2,Nivel 1,2,7,2,esp2020-avion,esp2020-barco,821,esp2020-avion,CENTER_LEFT,esp2020-avion,CENTER_LEFT,1797,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,13,2024-11-11T17:51:03.675Z,0,2,Nivel 1,2,8,2,esp2020-lavar,esp2020-tocar,885,esp2020-tocar,CENTER_RIGHT,esp2020-tocar,CENTER_RIGHT,3737,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,14,2024-11-11T17:51:15.609Z,0,2,Nivel 1,2,9,2,esp2020-casa,esp2020-cama,656,esp2020-casa,CENTER_LEFT,esp2020-casa,CENTER_LEFT,2329,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,15,2024-11-11T17:51:25.908Z,0,2,Nivel 1,2,10,2,esp2020-contento,esp2020-triste,1802,esp2020-contento,CENTER_LEFT,esp2020-triste,CENTER_RIGHT,3253,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,16,2024-11-11T17:51:38.228Z,0,2,Nivel 1,2,11,2,esp2020-nido,esp2020-canasto,973,esp2020-canasto,CENTER_RIGHT,esp2020-nido,CENTER_LEFT,2891,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,17,2024-11-11T17:51:49.377Z,0,2,Nivel 1,2,12,2,esp2020-torre,esp2020-construccion,973,esp2020-construccion,CENTER_RIGHT,esp2020-construccion,CENTER_RIGHT,7222,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,18,2024-11-11T17:52:04.909Z,0,2,Nivel 1,2,13,2,esp2020-abeja,esp2020-arania,606,esp2020-arania,CENTER_RIGHT,esp2020-arania,CENTER_RIGHT,2780,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,19,2024-11-11T17:52:15.626Z,0,2,Nivel 1,2,14,2,esp2020-soplar,esp2020-pelar,640,esp2020-soplar,CENTER_LEFT,esp2020-soplar,CENTER_LEFT,2218,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,20,2024-11-11T17:52:25.792Z,0,2,Nivel 1,2,15,2,esp2020-cooperar,esp2020-discutir,740,esp2020-cooperar,CENTER_LEFT,esp2020-discutir,CENTER_RIGHT,3335,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,21,2024-11-11T17:52:37.190Z,0,2,Nivel 1,2,16,2,esp2020-viejo,esp2020-joven,839,esp2020-joven,CENTER_RIGHT,esp2020-joven,CENTER_RIGHT,6272,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,22,2024-11-11T17:52:54.126Z,0,3,Nivel 2,3,1,2,esp2020-tallo,esp2020-arbusto,743,esp2020-arbusto,CENTER_RIGHT,esp2020-arbusto,CENTER_RIGHT,5356,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,23,2024-11-11T17:53:07.527Z,0,3,Nivel 2,3,2,2,esp2020-aguila,esp2020-pinguino,2689,esp2020-aguila,CENTER_LEFT,esp2020-aguila,CENTER_LEFT,5722,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,24,2024-11-11T17:53:23.227Z,0,3,Nivel 2,3,3,2,esp2020-rio,esp2020-camino,673,esp2020-rio,CENTER_LEFT,esp2020-rio,CENTER_LEFT,3886,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,25,2024-11-11T17:53:35.127Z,0,3,Nivel 2,3,4,2,esp2020-canilla,esp2020-vela,2973,esp2020-canilla,CENTER_LEFT,esp2020-canilla,CENTER_LEFT,2819,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,26,2024-11-11T17:53:48.210Z,0,3,Nivel 2,3,5,2,esp2020-arrancar,esp2020-atar,690,esp2020-atar,CENTER_RIGHT,esp2020-arrancar,CENTER_LEFT,2152,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,27,2024-11-11T17:53:58.327Z,0,3,Nivel 2,3,6,2,esp2020-atrapar,esp2020-pescar,839,esp2020-atrapar,CENTER_LEFT,esp2020-pescar,CENTER_RIGHT,2367,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,28,2024-11-11T17:54:08.827Z,0,3,Nivel 2,3,7,2,esp2020-carretilla,esp2020-bicicleta,788,esp2020-carretilla,CENTER_LEFT,esp2020-carretilla,CENTER_LEFT,1851,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,29,2024-11-11T17:54:18.777Z,0,3,Nivel 2,3,8,2,esp2020-abrir,esp2020-romper,640,esp2020-abrir,CENTER_LEFT,esp2020-abrir,CENTER_LEFT,3838,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,30,2024-11-11T17:54:30.527Z,0,3,Nivel 2,3,9,2,esp2020-caballo,esp2020-loro,638,esp2020-loro,CENTER_RIGHT,esp2020-loro,CENTER_RIGHT,1766,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,31,2024-11-11T17:54:40.276Z,0,3,Nivel 2,3,10,2,esp2020-adentro,esp2020-afuera,2987,esp2020-afuera,CENTER_RIGHT,esp2020-adentro,CENTER_LEFT,3226,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,32,2024-11-11T17:54:53.761Z,0,3,Nivel 2,3,11,2,esp2020-gorro,esp2020-bolso,786,esp2020-bolso,CENTER_RIGHT,esp2020-bolso,CENTER_RIGHT,6556,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,33,2024-11-11T17:55:08.410Z,0,3,Nivel 2,3,12,2,esp2020-llavero,esp2020-cordon,805,esp2020-llavero,CENTER_LEFT,esp2020-llavero,CENTER_LEFT,2510,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,34,2024-11-11T17:55:19.026Z,0,3,Nivel 2,3,13,2,esp2020-clavar,esp2020-recolectar,622,esp2020-recolectar,CENTER_RIGHT,esp2020-clavar,CENTER_LEFT,2040,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,35,2024-11-11T17:55:28.977Z,0,3,Nivel 2,3,14,2,esp2020-separar,esp2020-juntar,969,esp2020-separar,CENTER_LEFT,esp2020-juntar,CENTER_RIGHT,6573,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,36,2024-11-11T17:55:43.793Z,0,3,Nivel 2,3,15,2,esp2020-inflar,esp2020-repartir,1305,esp2020-inflar,CENTER_LEFT,esp2020-repartir,CENTER_RIGHT,7386,0,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,37,2024-11-11T17:55:59.795Z,0,3,Nivel 2,3,16,2,esp2020-sorprendida,esp2020-iluminada,721,esp2020-iluminada,CENTER_RIGHT,esp2020-iluminada,CENTER_RIGHT,10823,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,38,2024-11-11T17:56:21.009Z,0,4,Nivel 3,4,1,2,esp2020-hombro,esp2020-talon,795,esp2020-talon,CENTER_RIGHT,esp2020-talon,CENTER_RIGHT,5790,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,39,2024-11-11T17:56:34.929Z,0,4,Nivel 3,4,2,2,esp2020-medico,esp2020-musico,888,esp2020-musico,CENTER_RIGHT,esp2020-musico,CENTER_RIGHT,2170,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,40,2024-11-11T17:56:45.292Z,0,4,Nivel 3,4,3,2,esp2020-yaguarete,esp2020-canguro,1002,esp2020-canguro,CENTER_RIGHT,esp2020-canguro,CENTER_RIGHT,1658,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,41,2024-11-11T17:56:55.261Z,0,4,Nivel 3,4,4,2,esp2020-vibora,esp2020-tortuga,1754,esp2020-tortuga,CENTER_RIGHT,esp2020-tortuga,CENTER_RIGHT,1731,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,42,2024-11-11T17:57:06.045Z,0,4,Nivel 3,4,5,2,esp2020-colectivo,esp2020-tren,673,esp2020-tren,CENTER_RIGHT,esp2020-tren,CENTER_RIGHT,2066,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,43,2024-11-11T17:57:16.138Z,0,4,Nivel 3,4,6,2,esp2020-regar,esp2020-vender,805,esp2020-vender,CENTER_RIGHT,esp2020-vender,CENTER_RIGHT,2043,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,44,2024-11-11T17:57:26.311Z,0,4,Nivel 3,4,7,2,esp2020-boca,esp2020-oreja,752,esp2020-oreja,CENTER_RIGHT,esp2020-oreja,CENTER_RIGHT,2820,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,45,2024-11-11T17:57:37.211Z,0,4,Nivel 3,4,8,2,esp2020-barrer,esp2020-sonreir,855,esp2020-barrer,CENTER_LEFT,esp2020-barrer,CENTER_LEFT,3431,1,4
69C129DFB98B45078C760D804A4B91D3,6656-0028,esp2020-A,6656,2024-11-11,2024-11-11T17:48:32.000Z,2024-11-11T17:59:27.000Z,46,2024-11-11T17:57:48.827Z,0,4,Nivel 3,4,9,2,esp2020-mariposa,esp2020-gallina,1088,esp2020-mariposa,CENTER_LEFT,esp2020-mariposa,CENTER_LEFT,1663,1,4
