uuid,test_id,test_name,device,date,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object2_name,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,correct,count_rewards
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,1,2024-11-11T12:19:40.273Z,0,1,entrenamiento,1,1,2,esp2020-perro,esp2020-gato,13376,esp2020-perro,CENTER_LEFT,esp2020-perro,CENTER_LEFT,6947,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,2,2024-11-11T12:20:08.184Z,1,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,1025,esp2020-patear,CENTER_RIGHT,esp2020-pisar,CENTER_LEFT,4661,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,3,2024-11-11T12:20:21.489Z,0,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,2307,esp2020-patear,CENTER_RIGHT,esp2020-patear,CENTER_RIGHT,1950,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,4,2024-11-11T12:20:33.156Z,0,1,entrenamiento,1,3,2,esp2020-comer,esp2020-tirar,1935,esp2020-tirar,CENTER_RIGHT,esp2020-tirar,CENTER_RIGHT,1875,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,5,2024-11-11T12:20:44.750Z,0,1,entrenamiento,1,4,2,esp2020-cabeza,esp2020-mano,554,esp2020-cabeza,CENTER_LEFT,esp2020-cabeza,CENTER_LEFT,1863,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,6,2024-11-11T12:20:56.274Z,0,2,Nivel 1,2,1,2,esp2020-lana,esp2020-aguja,1249,esp2020-lana,CENTER_LEFT,esp2020-lana,CENTER_LEFT,3010,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,7,2024-11-11T12:21:07.886Z,0,2,Nivel 1,2,2,2,esp2020-raiz,esp2020-paja,5906,esp2020-paja,CENTER_RIGHT,esp2020-raiz,CENTER_LEFT,4060,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,8,2024-11-11T12:21:25.157Z,0,2,Nivel 1,2,3,2,esp2020-serrucho,esp2020-tornillo,456,esp2020-tornillo,CENTER_RIGHT,esp2020-tornillo,CENTER_RIGHT,3680,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,9,2024-11-11T12:21:36.571Z,0,2,Nivel 1,2,4,2,esp2020-zapatilla,esp2020-remera,536,esp2020-remera,CENTER_RIGHT,esp2020-remera,CENTER_RIGHT,1806,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,10,2024-11-11T12:21:46.191Z,0,2,Nivel 1,2,5,2,esp2020-sucio,esp2020-limpio,485,esp2020-sucio,CENTER_LEFT,esp2020-sucio,CENTER_LEFT,2463,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,11,2024-11-11T12:21:56.423Z,0,2,Nivel 1,2,6,2,esp2020-mezclar,esp2020-podar,370,esp2020-mezclar,CENTER_LEFT,esp2020-mezclar,CENTER_LEFT,4056,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,12,2024-11-11T12:22:08.103Z,0,2,Nivel 1,2,7,2,esp2020-avion,esp2020-barco,136,esp2020-avion,CENTER_LEFT,esp2020-avion,CENTER_LEFT,1649,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,13,2024-11-11T12:22:17.187Z,0,2,Nivel 1,2,8,2,esp2020-lavar,esp2020-tocar,670,esp2020-tocar,CENTER_RIGHT,esp2020-lavar,CENTER_LEFT,3312,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,14,2024-11-11T12:22:28.456Z,0,2,Nivel 1,2,9,2,esp2020-casa,esp2020-cama,487,esp2020-casa,CENTER_LEFT,esp2020-casa,CENTER_LEFT,1941,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,15,2024-11-11T12:22:38.202Z,0,2,Nivel 1,2,10,2,esp2020-contento,esp2020-triste,240,esp2020-contento,CENTER_LEFT,esp2020-triste,CENTER_RIGHT,7705,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,16,2024-11-11T12:22:53.436Z,0,2,Nivel 1,2,11,2,esp2020-nido,esp2020-canasto,406,esp2020-canasto,CENTER_RIGHT,esp2020-nido,CENTER_LEFT,2741,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,17,2024-11-11T12:23:03.886Z,0,2,Nivel 1,2,12,2,esp2020-torre,esp2020-construccion,606,esp2020-construccion,CENTER_RIGHT,esp2020-torre,CENTER_LEFT,2885,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,18,2024-11-11T12:23:14.665Z,0,2,Nivel 1,2,13,2,esp2020-abeja,esp2020-arania,3971,esp2020-arania,CENTER_RIGHT,esp2020-arania,CENTER_RIGHT,2371,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,19,2024-11-11T12:23:28.340Z,0,2,Nivel 1,2,14,2,esp2020-soplar,esp2020-pelar,208,esp2020-soplar,CENTER_LEFT,esp2020-pelar,CENTER_RIGHT,1651,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,20,2024-11-11T12:23:37.471Z,0,2,Nivel 1,2,15,2,esp2020-cooperar,esp2020-discutir,1152,esp2020-cooperar,CENTER_LEFT,esp2020-discutir,CENTER_RIGHT,4634,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,21,2024-11-11T12:23:50.554Z,0,2,Nivel 1,2,16,2,esp2020-viejo,esp2020-joven,802,esp2020-joven,CENTER_RIGHT,esp2020-joven,CENTER_RIGHT,2230,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,22,2024-11-11T12:24:03.646Z,0,3,Nivel 2,3,1,2,esp2020-tallo,esp2020-arbusto,117,esp2020-arbusto,CENTER_RIGHT,esp2020-arbusto,CENTER_RIGHT,2932,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,23,2024-11-11T12:24:14.023Z,0,3,Nivel 2,3,2,2,esp2020-aguila,esp2020-pinguino,1285,esp2020-aguila,CENTER_LEFT,esp2020-aguila,CENTER_LEFT,1928,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,24,2024-11-11T12:24:24.568Z,0,3,Nivel 2,3,3,2,esp2020-rio,esp2020-camino,167,esp2020-rio,CENTER_LEFT,esp2020-camino,CENTER_RIGHT,1665,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,25,2024-11-11T12:24:33.736Z,0,3,Nivel 2,3,4,2,esp2020-canilla,esp2020-vela,167,esp2020-canilla,CENTER_LEFT,esp2020-canilla,CENTER_LEFT,1848,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,26,2024-11-11T12:24:43.088Z,0,3,Nivel 2,3,5,2,esp2020-arrancar,esp2020-atar,318,esp2020-atar,CENTER_RIGHT,esp2020-atar,CENTER_RIGHT,3297,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,27,2024-11-11T12:24:54.003Z,0,3,Nivel 2,3,6,2,esp2020-atrapar,esp2020-pescar,1067,esp2020-atrapar,CENTER_LEFT,esp2020-pescar,CENTER_RIGHT,3491,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,28,2024-11-11T12:25:05.820Z,0,3,Nivel 2,3,7,2,esp2020-carretilla,esp2020-bicicleta,355,esp2020-carretilla,CENTER_LEFT,esp2020-carretilla,CENTER_LEFT,2491,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,29,2024-11-11T12:25:15.986Z,0,3,Nivel 2,3,8,2,esp2020-abrir,esp2020-romper,136,esp2020-abrir,CENTER_LEFT,esp2020-romper,CENTER_RIGHT,1716,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,30,2024-11-11T12:25:25.120Z,0,3,Nivel 2,3,9,2,esp2020-caballo,esp2020-loro,2497,esp2020-loro,CENTER_RIGHT,esp2020-loro,CENTER_RIGHT,2418,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,31,2024-11-11T12:25:37.353Z,0,3,Nivel 2,3,10,2,esp2020-adentro,esp2020-afuera,2121,esp2020-afuera,CENTER_RIGHT,esp2020-afuera,CENTER_RIGHT,2384,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,32,2024-11-11T12:25:49.169Z,0,3,Nivel 2,3,11,2,esp2020-gorro,esp2020-bolso,269,esp2020-bolso,CENTER_RIGHT,esp2020-bolso,CENTER_RIGHT,3205,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,33,2024-11-11T12:25:59.988Z,0,3,Nivel 2,3,12,2,esp2020-llavero,esp2020-cordon,954,esp2020-llavero,CENTER_LEFT,esp2020-llavero,CENTER_LEFT,2953,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,34,2024-11-11T12:26:11.202Z,0,3,Nivel 2,3,13,2,esp2020-clavar,esp2020-recolectar,469,esp2020-recolectar,CENTER_RIGHT,esp2020-clavar,CENTER_LEFT,3379,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,35,2024-11-11T12:26:22.336Z,0,3,Nivel 2,3,14,2,esp2020-separar,esp2020-juntar,5406,esp2020-separar,CENTER_LEFT,esp2020-juntar,CENTER_RIGHT,4624,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,36,2024-11-11T12:26:39.686Z,0,3,Nivel 2,3,15,2,esp2020-inflar,esp2020-repartir,117,esp2020-inflar,CENTER_LEFT,esp2020-repartir,CENTER_RIGHT,2820,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,37,2024-11-11T12:26:49.903Z,0,3,Nivel 2,3,16,2,esp2020-sorprendida,esp2020-iluminada,121,esp2020-iluminada,CENTER_RIGHT,esp2020-iluminada,CENTER_RIGHT,3753,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,38,2024-11-11T12:27:02.188Z,0,4,Nivel 3,4,1,2,esp2020-hombro,esp2020-talon,106,esp2020-talon,CENTER_RIGHT,esp2020-hombro,CENTER_LEFT,10456,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,39,2024-11-11T12:27:20.056Z,0,4,Nivel 3,4,2,2,esp2020-medico,esp2020-musico,186,esp2020-musico,CENTER_RIGHT,esp2020-musico,CENTER_RIGHT,1927,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,40,2024-11-11T12:27:29.470Z,0,4,Nivel 3,4,3,2,esp2020-yaguarete,esp2020-canguro,2820,esp2020-canguro,CENTER_RIGHT,esp2020-canguro,CENTER_RIGHT,3330,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,41,2024-11-11T12:27:42.886Z,0,4,Nivel 3,4,4,2,esp2020-vibora,esp2020-tortuga,688,esp2020-tortuga,CENTER_RIGHT,esp2020-tortuga,CENTER_RIGHT,2457,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,42,2024-11-11T12:27:53.353Z,0,4,Nivel 3,4,5,2,esp2020-colectivo,esp2020-tren,588,esp2020-tren,CENTER_RIGHT,esp2020-tren,CENTER_RIGHT,2224,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,43,2024-11-11T12:28:03.484Z,0,4,Nivel 3,4,6,2,esp2020-regar,esp2020-vender,154,esp2020-vender,CENTER_RIGHT,esp2020-vender,CENTER_RIGHT,2844,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,44,2024-11-11T12:28:13.819Z,0,4,Nivel 3,4,7,2,esp2020-boca,esp2020-oreja,33,esp2020-oreja,CENTER_RIGHT,esp2020-oreja,CENTER_RIGHT,1917,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,45,2024-11-11T12:28:23.087Z,0,4,Nivel 3,4,8,2,esp2020-barrer,esp2020-sonreir,539,esp2020-barrer,CENTER_LEFT,esp2020-sonreir,CENTER_RIGHT,2497,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,46,2024-11-11T12:28:33.403Z,0,4,Nivel 3,4,9,2,esp2020-mariposa,esp2020-gallina,322,esp2020-mariposa,CENTER_LEFT,esp2020-mariposa,CENTER_LEFT,1358,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,47,2024-11-11T12:28:42.401Z,0,4,Nivel 3,4,10,2,esp2020-rojo,esp2020-amarillo,523,esp2020-rojo,CENTER_LEFT,esp2020-rojo,CENTER_LEFT,1710,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,48,2024-11-11T12:28:51.935Z,0,4,Nivel 3,4,11,2,esp2020-ave,esp2020-insecto,1836,esp2020-insecto,CENTER_RIGHT,esp2020-insecto,CENTER_RIGHT,4004,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,49,2024-11-11T12:29:05.102Z,0,4,Nivel 3,4,12,2,esp2020-jugar,esp2020-dormir,116,esp2020-jugar,CENTER_LEFT,esp2020-jugar,CENTER_LEFT,4137,1,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,50,2024-11-11T12:29:16.685Z,0,4,Nivel 3,4,13,2,esp2020-nadar,esp2020-atajar,204,esp2020-atajar,CENTER_RIGHT,esp2020-nadar,CENTER_LEFT,2117,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,51,2024-11-11T12:29:26.287Z,0,4,Nivel 3,4,14,2,esp2020-peinarse,esp2020-reirse,1806,esp2020-peinarse,CENTER_LEFT,esp2020-reirse,CENTER_RIGHT,4869,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,52,2024-11-11T12:29:40.252Z,0,4,Nivel 3,4,15,2,esp2020-volver,esp2020-cruzar,7119,esp2020-volver,CENTER_LEFT,esp2020-cruzar,CENTER_RIGHT,6013,0,4
7E9B3F45D61F47FD886745E283A3FEA1,6062-0002,esp2020-A,6062,2024-11-11,2024-11-11T12:19:38.000Z,2024-11-11T12:31:15.000Z,53,2024-11-11T12:30:00.686Z,0,4,Nivel 3,4,16,2,esp2020-lleno,esp2020-vacio,62956,esp2020-vacio,CENTER_RIGHT,esp2020-lleno,CENTER_LEFT,2520,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,1,2024-11-11T12:35:11.926Z,0,1,entrenamiento,1,1,2,esp2020-perro,esp2020-gato,7230,esp2020-gato,CENTER_RIGHT,esp2020-gato,CENTER_RIGHT,15127,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,2,2024-11-11T12:35:41.739Z,1,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,1201,esp2020-pisar,CENTER_LEFT,esp2020-patear,CENTER_RIGHT,32619,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,3,2024-11-11T12:36:22.857Z,0,1,entrenamiento,1,2,2,esp2020-pisar,esp2020-patear,621,esp2020-pisar,CENTER_LEFT,esp2020-pisar,CENTER_LEFT,15173,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,4,2024-11-11T12:36:46.069Z,0,1,entrenamiento,1,3,2,esp2020-comer,esp2020-tirar,436,esp2020-comer,CENTER_LEFT,esp2020-comer,CENTER_LEFT,7307,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,5,2024-11-11T12:37:01.219Z,0,1,entrenamiento,1,4,2,esp2020-cabeza,esp2020-mano,188,esp2020-mano,CENTER_RIGHT,esp2020-mano,CENTER_RIGHT,2079,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,6,2024-11-11T12:37:12.201Z,0,2,Nivel 1,2,1,2,esp2020-lana,esp2020-aguja,545,esp2020-aguja,CENTER_RIGHT,esp2020-lana,CENTER_LEFT,3550,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,7,2024-11-11T12:37:23.587Z,0,2,Nivel 1,2,2,2,esp2020-raiz,esp2020-paja,168,esp2020-raiz,CENTER_LEFT,esp2020-paja,CENTER_RIGHT,2488,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,8,2024-11-11T12:37:33.521Z,0,2,Nivel 1,2,3,2,esp2020-serrucho,esp2020-tornillo,456,esp2020-serrucho,CENTER_LEFT,esp2020-tornillo,CENTER_RIGHT,2873,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,9,2024-11-11T12:37:44.137Z,0,2,Nivel 1,2,4,2,esp2020-zapatilla,esp2020-remera,987,esp2020-zapatilla,CENTER_LEFT,esp2020-zapatilla,CENTER_LEFT,2069,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,10,2024-11-11T12:37:54.519Z,0,2,Nivel 1,2,5,2,esp2020-sucio,esp2020-limpio,203,esp2020-limpio,CENTER_RIGHT,esp2020-sucio,CENTER_LEFT,2392,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,11,2024-11-11T12:38:04.368Z,0,2,Nivel 1,2,6,2,esp2020-mezclar,esp2020-podar,185,esp2020-podar,CENTER_RIGHT,esp2020-mezclar,CENTER_LEFT,3347,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,12,2024-11-11T12:38:15.169Z,0,2,Nivel 1,2,7,2,esp2020-avion,esp2020-barco,788,esp2020-barco,CENTER_RIGHT,esp2020-barco,CENTER_RIGHT,2869,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,13,2024-11-11T12:38:26.123Z,0,2,Nivel 1,2,8,2,esp2020-lavar,esp2020-tocar,137,esp2020-lavar,CENTER_LEFT,esp2020-tocar,CENTER_RIGHT,3030,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,14,2024-11-11T12:38:36.585Z,0,2,Nivel 1,2,9,2,esp2020-casa,esp2020-cama,154,esp2020-cama,CENTER_RIGHT,esp2020-cama,CENTER_RIGHT,3704,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,15,2024-11-11T12:38:47.754Z,0,2,Nivel 1,2,10,2,esp2020-contento,esp2020-triste,205,esp2020-triste,CENTER_RIGHT,esp2020-triste,CENTER_RIGHT,4388,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,16,2024-11-11T12:38:59.669Z,0,2,Nivel 1,2,11,2,esp2020-nido,esp2020-canasto,267,esp2020-nido,CENTER_LEFT,esp2020-nido,CENTER_LEFT,2687,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,17,2024-11-11T12:39:09.918Z,0,2,Nivel 1,2,12,2,esp2020-torre,esp2020-construccion,119,esp2020-torre,CENTER_LEFT,esp2020-construccion,CENTER_RIGHT,4353,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,18,2024-11-11T12:39:21.653Z,0,2,Nivel 1,2,13,2,esp2020-abeja,esp2020-arania,220,esp2020-abeja,CENTER_LEFT,esp2020-arania,CENTER_RIGHT,3264,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,19,2024-11-11T12:39:32.387Z,0,2,Nivel 1,2,14,2,esp2020-soplar,esp2020-pelar,99,esp2020-pelar,CENTER_RIGHT,esp2020-pelar,CENTER_RIGHT,3483,1,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,20,2024-11-11T12:39:43.239Z,0,2,Nivel 1,2,15,2,esp2020-cooperar,esp2020-discutir,50,esp2020-discutir,CENTER_RIGHT,esp2020-cooperar,CENTER_LEFT,3868,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,21,2024-11-11T12:39:54.436Z,0,2,Nivel 1,2,16,2,esp2020-viejo,esp2020-joven,668,esp2020-viejo,CENTER_LEFT,esp2020-joven,CENTER_RIGHT,3624,0,4
FEEE0DB15BF145CDABA9F4D790BAB24B,6062-0003,esp2020-B,6062,2024-11-11,2024-11-11T12:35:11.000Z,2024-11-11T12:45:55.000Z,22,2024-11-11T12:40:06.845Z,0,3,Nivel 2,3,1,2,esp2020-tallo,esp2020-arbusto,41,esp2020-tallo,CENTER_LEFT,esp2020-arbusto,CENTER_RIGHT,2883,0,4
